"Name","LogicProjectile","ParentProjectileForSkin","Disabled","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","HideTime","Scale","RandomStartFrame","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnItem","SpawnAreaEffectTrail","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","ChainBullet","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","OnCreateAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprout006SecondaryProjectile","WallySecondaryProjectile","WallySecondaryProjectile","","sc/effects_brawler_sprout.sc","","","sprout_006_atk2_projectile","sprout_006_atk2_projectile_red","shadow_normal_circle_big","","","","","","","","","","","0","130","","","","","Sprout_006_atk","","","","","sprout_006_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprout006UltiProjectile","WallyUltiProjectile","WallyUltiProjectile","","sc/effects_brawler_sprout.sc","","","sprout_006_ulti_projectile","sprout_006_ulti_projectile_red","shadow_normal_circle_big","","","","","","","Gen_hit","Gen_hit","","","0","100","","","","","Sprout_006_ulti","","","","","sprout_006_ulti_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotSpinProjectile","BarrelBotSpinProjectile","","","sc/effects_brawler.sc","","","darryl_def_gadget_bullet","darryl_def_gadget_bullet_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","bull_def_atk_reached","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PiperHandgunProjectile","PiperHandgunProjectile","","","sc/effects_brawler.sc","","","gadget_piper_handgun","gadget_piper_handgun_red","shadow_normal_circle","","","","","","","gadget_piper_handgun_hit","gadget_piper_handgun_hit","colt_def_atk_reached","","0","100","","","","","","","","","","gadget_piper_handgun_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerUltiProjectile","ControllerUltiProjectile","","","sc/effects_brawler.sc","sc3d/nani_def_ulti.scw","sc3d/nani_def_ulti_red.scw","","","","glow_normal_blue_small","glow_normal_red_small","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","150","","","","","ControllerUltiExplosion","","","","","nani_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerUltiOverchargedProjectile","ControllerUltiOverchargedProjectile","","","sc/effects_brawler.sc","sc3d/nani_def_ulti_oc.scw","sc3d/nani_def_ulti_oc_red.scw","","","","glow_normal_blue_small_oc","glow_normal_red_small_oc","","","","","sniper_hit","sniper_hit","no_hit","nani_def_oc_cancel","0","150","","","","","ControllerOverchargedUltiExplosion","","","","","nani_def_oc_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerProjectile","ControllerProjectile","","","sc/effects_brawler.sc","","","nani_def_atk_projectile","nani_def_atk_projectile_red","","glow_normal_blue_small","glow_normal_red_small","","","","","nani_def_atk_reached","nani_def_atk_hit","nani_def_atk_reached","","0","60","1","","","","","","","","","nani_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani003Projectile","ControllerProjectile","ControllerProjectile","","sc/effects_brawler.sc","","","nani_003_atk_projectile","nani_003_atk_projectile_red","","glow_normal_blue_small","glow_normal_red_small","","","","","nani_def_atk_reached","nani_def_atk_hit","nani_def_atk_reached","","0","60","2","","","","","","","","","nani_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani002UltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_002_ulti.scw","sc3d/nani_002_ulti_red.scw","","","","glow_normal_blue_small","glow_normal_red_small","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","150","","","","","ControllerUltiExplosion","","","","","nani_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani003UltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_003_ulti.scw","sc3d/nani_003_ulti_red.scw","","","shadow_normal_circle","","","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","150","","","","","ControllerUltiExplosion","","","","","nani_003_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NaniGoldUltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_gold_ulti.scw","sc3d/nani_gold_ulti.scw","","","","glow_normal_gold_small","glow_normal_gold_small","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","150","","","","","ControllerUltiExplosion","","","","","nani_gold_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NaniSilverUltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_silver_ulti.scw","sc3d/nani_silver_ulti.scw","","","","glow_normal_silver_small","glow_normal_silver_small","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","150","","","","","ControllerUltiExplosion","","","","","nani_silver_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani004Projectile","ControllerProjectile","ControllerProjectile","","sc/effects_brawler.sc","","","nani_004_atk_projectile","nani_004_atk_projectile_red","","glow_normal_blue_small","glow_normal_red_small","","","","","nani_004_atk_hit","nani_004_atk_hit","nani_004_atk_reached","","0","60","2","","","","","","","","","nani_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani004UltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_004_ulti.scw","sc3d/nani_004_ulti_red.scw","","","shadow_normal_circle","","","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","100","","","","","Nani004UltiExplosion","","","","","nani_004_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani005Projectile","ControllerProjectile","ControllerProjectile","","sc/effects_brawler.sc","","","nani_005_atk_projectile","nani_005_atk_projectile_red","shadow_normal_circle_big","","","","","","","nani_005_atk_hitEnv","nani_005_atk_hit","nani_005_atk_reached","","0","100","2","","","","","","","","","nani_005_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani005UltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_005_ulti.scw","sc3d/nani_005_ulti_red.scw","nani_005_ulti_slash","nani_005_ulti_slash_red","shadow_normal_circle_big","","","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","100","","","","","Nani005UltiExplosion","","","","","nani_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani006Projectile","ControllerProjectile","ControllerProjectile","","sc/effects_brawler.sc","","","nani_006_atk_projectile","nani_006_atk_projectile_red","","","","","","","","nani_006_atk_hit","nani_006_atk_hit","nani_006_atk_reached","","0","100","2","","","","","","","","","nani_006_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani006UltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_006_ulti.scw","sc3d/nani_006_ulti.scw","","","shadow_normal_circle_big","","","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","150","","","","","Nani006UltiExplosion","","","","","nani_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani007Projectile","ControllerProjectile","ControllerProjectile","","sc/effects_brawler_nani.sc","","","nani_007_atk_projectile","nani_007_atk_projectile_red","shadow_normal_circle_big","","","","","","","nani_007_atk_reached","nani_007_atk_hit","nani_007_atk_reached","","0","80","2","","","","","","","","","nani_007_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani007UltiProjectile","ControllerUltiProjectile","ControllerUltiProjectile","","sc/effects_brawler.sc","sc3d/nani_007_ulti_projectile_blue_geo.glb","sc3d/nani_007_ulti_projectile_red_geo.glb","","","shadow_normal_circle_big","glow_normal_blue_small","glow_normal_red_small","","","","","sniper_hit","sniper_hit","no_hit","nani_def_ulti_cancel","0","120","","","","","Nani007UltiExplosion","","","","","nani_007_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusSpikeGadget","CactusSpikeGadget","","","sc/effects_brawler.sc","","","spike_def_gadget_projectile","spike_def_gadget_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","spike_def_atk2_reached","","0","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeGadgetProjectile","TrickshotDudeGadgetProjectile","","","sc/effects_brawler.sc","","","rico_def_gadget_bullet_blue","rico_def_gadget_bullet_red","shadow_normal_circle","","","","","","","Trickshot_hit_env","Gen_hit","rico_def_ulti_reached","","0","130","","","","","","","","","","rico_ulti_trail_twinkles","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerProjectile","PowerLevelerProjectile","","","sc/effects_brawler.sc","","","surge_def_atk1_projectile","surge_def_atk1_projectile_red","","glow_normal_green","glow_normal_red_small_2","","","","","surge_def_atk1_end","surge_def_atk1_hit","surge_def_atk1_end","","0","120","","","","","","","","","","surge_def_atk1_trail","","","","","","","PowerLevelerProjectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerProjectile2","PowerLevelerProjectile2","","","sc/effects_brawler.sc","","","surge_def_atk2_projectile","surge_def_atk2_projectile_red","","glow_normal_green","glow_normal_red_small_2","","","","","surge_def_atk2_end","surge_def_atk1_hit","surge_def_atk2_end","","0","120","","","","","","","","","","surge_def_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerOverchargedProjectile","PowerLevelerOverchargedProjectile","","","sc/effects_brawler.sc","","","surge_def_oc_atk1_projectile","surge_def_oc_atk1_projectile_red","","surge_def_oc_shadow_purple","surge_def_oc_shadow_red","","","","","surge_def_oc_atk1_end","surge_def_oc_atk1_hit","surge_def_oc_atk1_end","","0","130","","","","","","","","","","surge_def_oc_atk1_trail","","","","","","","PowerLevelerOverchargedProjectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerOverchargedProjectile2","PowerLevelerOverchargedProjectile2","","","sc/effects_brawler.sc","","","surge_def_oc_atk2_projectile","surge_def_oc_atk2_projectile_red","","surge_def_oc_shadow_purple","surge_def_oc_shadow_red","","","","","surge_def_oc_atk2_end","surge_def_oc_atk1_hit","surge_def_oc_atk2_end","","0","130","","","","","","","","","","surge_def_oc_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge002Projectile","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler.sc","","","surge_002_atk1_projectile","surge_002_atk1_projectile_red","","glow_normal_green","glow_normal_red_small_2","","","","","surge_002_atk1_end","surge_002_atk1_hit","surge_002_atk1_end","","0","120","","","","","","","","","","surge_002_atk1_trail","","","","","","","Surge002Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge002Projectile2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler.sc","","","surge_def_atk2_projectile","surge_def_atk2_projectile_red","","glow_normal_green","glow_normal_red_small_2","","","","","surge_def_atk2_end","surge_def_atk1_hit","surge_def_atk2_end","","0","120","","","","","","","","","","surge_def_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge003Projectile","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler.sc","","","surge_003_atk1_projectile","surge_003_atk1_projectile_red","shadow_normal_circle_big","","","","","","","surge_003_atk1_end","surge_003_atk1_hit","surge_003_atk1_end","","0","120","","","","","","","","","","surge_003_atk1_trail","","","","","","","Surge003Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge003Projectile2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler.sc","","","surge_003_atk2_projectile","surge_003_atk2_projectile_red","shadow_normal_circle","","","","","","","surge_003_atk2_end","surge_003_atk2_hit","surge_003_atk2_end","","0","120","2","","","","","","","","","surge_003_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge004Projectile","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler.sc","","","surge_004_atk1_projectile_s1","surge_004_atk1_projectile_s1_red","shadow_normal_circle_big","","","","","","","surge_004_atk1_end","surge_004_atk1_hit_blue","surge_004_atk1_end","","0","110","","","","","","","","","","surge_004_atk1_trail","","","","","","","Surge004Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge004Projectile2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler.sc","","","surge_004_atk2_projectile_s2","surge_004_atk2_projectile_s2_red","shadow_normal_circle","","","","","","","surge_004_atk2_end","surge_004_atk2_hit_blue","surge_004_atk2_end","","0","110","","","","","","","","","","surge_004_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge005Projectile","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler.sc","","","surge_005_atk1_projectile","surge_005_atk1_projectile_red","shadow_normal_circle_big","","","","","","","surge_005_atk1_reached","surge_005_atk1_hit","surge_005_atk1_reached","","0","100","2","","","","","","","","","surge_005_atk1_trail","","","","","","","Surge005Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge005Projectile2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler.sc","","","surge_005_atk2_projectile","surge_005_atk2_projectile_red","shadow_normal_circle","","","","","","","surge_005_atk2_reached","surge_005_atk2_hit","surge_005_atk2_reached","","0","120","","","","","","","","","","surge_005_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge006Projectile","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler.sc","","","surge_006_atk1_projectile","surge_006_atk1_projectile_red","shadow_normal_circle_big","","","","","","","surge_006_atk1_hit","surge_006_atk1_hit","surge_006_atk1_hit","","0","120","","","","","","","","","","surge_006_atk1_trail","","","","","","","Surge006Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge006Projectile2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler.sc","","","surge_006_atk2_projectile","surge_006_atk2_projectile_red","shadow_normal_circle","","","","","","","surge_006_atk2_hit","surge_006_atk2_hit","surge_006_atk2_hit","","0","120","2","","","","","","","","","surge_006_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge007Projectile","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler.sc","","","surge_007_proj_sword_01","surge_007_proj_sword_01_red","shadow_normal_circle_big","","","","","","","surge_007_atk_hit","surge_007_atk_hit","surge_007_atk_reached","","0","120","","","","","","","","","","surge_007_atk_trail","","","","","","","Surge007Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge007Projectile2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler.sc","","","surge_007_proj_sword_02","surge_007_proj_sword_02_red","shadow_normal_circle","","","","","","","surge_007_atk_hit_02","surge_007_atk_hit_02","surge_007_atk_hit_02","","0","120","2","","","","","","","","","surge_007_atk_trail_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge008Projectile","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler.sc","","","surge_008_atk1_projectile","surge_008_atk1_projectile_red","shadow_normal_circle_big","","","","","","","surge_008_atk1_end","surge_008_atk1_hit","surge_008_atk1_end","","0","120","","","","","","","","","","surge_008_atk1_trail","","","","","","","Surge008Projectile2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge008Projectile2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler.sc","","","surge_008_atk2_projectile","surge_008_atk2_projectile_red","shadow_normal_circle","","","","","","","surge_008_atk2_end","surge_008_atk2_hit","surge_008_atk2_end","","0","120","","","","","","","","","","surge_008_atk2_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge010Projectile_k2","PowerLevelerProjectile","PowerLevelerProjectile","","sc/effects_brawler_surge.sc","","","surge_010_atk1_projectile_k2","surge_010_atk1_projectile_k2_red","shadow_normal_circle_big","","","","","","","surge_010_atk1_end_k2","surge_010_atk1_end_k2","surge_010_atk1_hit_02_k2","","0","120","","","","","","","","","","surge_010_atk2_trail_k2","","","","","","","Surge010Projectile2_k2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Surge010Projectile2_k2","PowerLevelerProjectile2","PowerLevelerProjectile2","","sc/effects_brawler_surge.sc","","","surge_010_atk2_projectile_k2","surge_010_atk2_projectile_k2_red","shadow_normal_circle_big","","","","","","","surge_010_atk1_hit_01_k2","surge_010_atk1_end_k2","surge_010_atk1_hit_01_k2","","0","120","","","","","","","","","","surge_010_atk2_trail_k2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossTCBasicAttackProjectile","RaidBossTCBasicAttackProjectile","","","sc/effects_brawler.sc","","","","","","","","","","","","","Lucha_hit","","","0","80","","","","","","","","","","","","","","","","UseZFrames","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepHealingProjectile","BarkeepHealingProjectile","","","sc/effects_brawler.sc","","","barley_def_heal_projectile","barley_def_heal_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","1","","","","BarkeepHealingArea","","","","","gadget_barley_heal_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SniperHomingProjectile","SniperHomingProjectile","","","sc/effects_brawler.sc","","","piper_def_atk_projectile","piper_def_atk_projectile_red","shadow_normal_circle","","","","","","","piper_def_atk_hitEnv","piper_def_atk_hit","piper_def_atk_reached","","0","100","","","","","","","","","","piper_def_atk_trail","","","","","","","","TRUE","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterProjectile","PercenterProjectile","","","sc/effects_brawler.sc","","","colette_def_atk_projectile","colette_def_atk_projectile_red","shadow_normal_circle","","","","","","","colette_def_atk_reached","colette_def_atkHit","colette_def_atk_reached","","0","130","2","","","","","","","","","colette_def_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colette002Projectile","PercenterProjectile","PercenterProjectile","","sc/effects_brawler.sc","","","colette_002_atk_projectile","colette_002_atk_projectile_red","","glow_normal_purple_weak","glow_normal_red_weak","","","","","colette_002_atk_reached","colette_def_atkHit","colette_002_atk_reached","","0","130","2","","","","","","","","","colette_002_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colette003Projectile","PercenterProjectile","PercenterProjectile","","sc/effects_brawler.sc","","","colette_003_atk_projectile","colette_003_atk_projectile_red","","glow_normal_purple_weak","glow_normal_red_weak","","","","","colette_003_atkEnd","colette_003_atkHit","colette_003_atkEnd","","0","130","2","","","","","","","","","colette_003_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colette004Projectile","PercenterProjectile","PercenterProjectile","","sc/effects_brawler.sc","","","colette_004_atk_projectile","colette_004_atk_projectile_red","shadow_normal_circle","","","","","","","colette_004_atk_reached","colette_004_atkHit","colette_004_atk_reached","","0","130","2","","","","","","","","","colette_004_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colette005Projectile","PercenterProjectile","PercenterProjectile","","sc/effects_brawler.sc","","","colette_005_atk_projectile","colette_005_atk_projectile_red","shadow_normal_circle","","","","","","","colette_005_atk_reached","colette_005_atkHit","colette_005_atk_reached","","0","50","2","","","","","","","","","colette_005_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colette006Projectile","PercenterProjectile","PercenterProjectile","","sc/effects_brawler.sc","","","colette_006_atk_projectile","colette_006_atk_projectile_red","shadow_normal_circle_big","","","","","","","colette_006_atk_reached","colette_006_atkHit","colette_006_atk_reached","","0","45","2","","","","","","","","","colette_006_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colette007Projectile","PercenterProjectile","PercenterProjectile","","sc/effects_brawler.sc","","","colette_007_atk_projectile","colette_007_atk_projectile_red","shadow_normal_circle_big","","","","","","","colette_007_atk_hitEnv","colette_007_atk_hit","colette_007_atk_reached","","0","100","2","","","","","","","","","colette_007_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colette008Projectile","PercenterProjectile","PercenterProjectile","","sc/effects_brawler_colette.sc","","","colette_008_atk_projectile","colette_008_atk_projectile_red","shadow_normal_circle_big","","","","","","","colette_008_atk_reached","colette_008_atk_hit","colette_008_atk_reached","","0","100","2","","","","","","","","","colette_008_atk_trail","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDudeProjectile","FireDudeProjectile","","","sc/effects_brawler.sc","","","amber_def_atk_projectile","amber_def_atk_projectile_red","","","","","","","","amber_def_atk_reached","amber_def_atkHit","amber_def_atk_reached","","0","100","2","","","","","","","","","amber_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDudeUltiProjectile","FireDudeUltiProjectile","","","sc/effects_brawler.sc","","","amber_def_ulti_projectile","amber_def_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","1","","","","PetrolDistributionArea","","","","PetrolDistributionTrail","amber_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDudeOverchargedUltiProjectile","FireDudeOverchargedUltiProjectile","","","sc/effects_brawler_amber.sc","","","amber_def_oc_ulti_projectile","amber_def_oc_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","1","","","","OverchargedPetrolDistributionArea","","","","PetrolDistributionTrail","amber_hc_ulti_trail","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude002Projectile","FireDudeProjectile","FireDudeProjectile","","sc/effects_brawler.sc","","","amber_002_atk_projectile","amber_002_atk_projectile_red","","","","","","","","amber_002_atk_reached","amber_002_atkHit","amber_002_atk_reached","","0","100","2","","","","","","","","","amber_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude002UltiProjectile","FireDudeUltiProjectile","FireDudeUltiProjectile","","sc/effects_brawler.sc","","","amber_002_ulti_projectile","amber_002_ulti_projectile_red","shadow_normal_circle","","","","","","","Gen_hit","Gen_hit","","","0","100","1","","","","PetrolDistributionArea","","","","PetrolDistributionTrail","amber_002_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDude003Projectile","FireDudeProjectile","FireDudeProjectile","","sc/effects_brawler.sc","","","amber_003_atk_projectile","amber_003_atk_projectile_red","","","","","","","","amber_003_atk_reached","amber_003_atk_hit","amber_003_atk_reached","","0","100","2","","","","","","","","","amber_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
